application_date,decision_date,country,visa_type,processing_office
18-02-2024,31-05-2024,Germany,Tourist,Berlin
25-12-2024,10-02-2025,India,Dependent,Delhi
17-12-2024,13-02-2025,India,Tourist,Sydney
16-06-2024,04-08-2024,Germany,Student,London
06-12-2024,31-03-2025,Canada,Student,Delhi
01-02-2024,05-04-2024,Germany,Tourist,New York
29-01-2024,07-03-2024,Canada,Business,Delhi
28-01-2024,12-02-2024,USA,Dependent,New York
24-09-2024,17-10-2024,Canada,Student,Delhi
15-02-2024,22-05-2024,Australia,Tourist,New York
06-03-2024,22-05-2024,Australia,Business,Delhi
28-06-2024,14-07-2024,USA,Student,Sydney
15-05-2024,27-07-2024,Australia,Work,Delhi
11-09-2024,19-12-2024,Canada,Business,London
24-04-2024,11-08-2024,Australia,Work,London
14-07-2024,19-10-2024,India,Work,Sydney
31-03-2024,28-07-2024,USA,Business,Toronto
22-04-2024,14-08-2024,Australia,Work,Toronto
13-01-2024,31-01-2024,Germany,Student,London
01-05-2024,06-05-2024,UK,Business,Sydney
16-11-2024,17-12-2024,Australia,Work,Toronto
17-03-2024,24-04-2024,USA,Work,Berlin
03-08-2024,18-08-2024,Canada,Business,Berlin
27-03-2024,21-04-2024,UK,Student,Sydney
13-12-2024,03-01-2025,Canada,Tourist,Toronto
19-08-2024,24-08-2024,Germany,Business,Toronto
26-12-2024,13-04-2025,Canada,Work,Sydney
23-07-2024,16-08-2024,USA,Work,Delhi
14-11-2024,11-03-2025,Canada,Business,Berlin
14-08-2024,23-10-2024,UK,Dependent,London
30-08-2024,02-11-2024,India,Tourist,Berlin
31-01-2024,26-04-2024,USA,Work,Delhi
19-01-2024,16-03-2024,India,Dependent,London
13-09-2024,29-11-2024,Canada,Work,New York
05-03-2024,09-04-2024,UK,Work,New York
06-06-2024,17-06-2024,UK,Business,Sydney
12-07-2024,25-09-2024,USA,Student,New York
14-02-2024,02-04-2024,Australia,Business,London
05-11-2024,12-02-2025,UK,Tourist,London
11-05-2024,28-07-2024,USA,Student,Toronto
03-12-2024,06-03-2025,UK,Work,Sydney
15-02-2024,28-05-2024,India,Student,Sydney
29-12-2024,22-03-2025,Canada,Tourist,Berlin
08-10-2024,23-10-2024,Germany,Tourist,Toronto
07-05-2024,12-05-2024,Australia,Business,New York
06-06-2024,09-07-2024,UK,Dependent,London
13-09-2024,07-01-2025,Germany,Tourist,Sydney
03-02-2024,15-04-2024,Germany,Work,Berlin
02-08-2024,14-10-2024,India,Business,Toronto
12-05-2024,04-09-2024,India,Work,Delhi
21-02-2024,02-03-2024,USA,Student,New York
08-07-2024,21-08-2024,USA,Work,Delhi
05-04-2024,11-05-2024,India,Student,Sydney
24-07-2024,04-08-2024,UK,Dependent,Sydney
27-09-2024,25-11-2024,India,Tourist,Toronto
13-03-2024,30-03-2024,Australia,Dependent,Toronto
28-01-2024,09-02-2024,USA,Tourist,Delhi
23-12-2024,22-01-2025,India,Dependent,Toronto
08-10-2024,26-01-2025,Germany,Dependent,Berlin
26-01-2024,10-02-2024,India,Work,Delhi
07-01-2024,07-02-2024,UK,Business,Delhi
03-05-2024,21-05-2024,Australia,Business,Sydney
20-02-2024,10-05-2024,Canada,Dependent,Toronto
24-01-2024,07-05-2024,Australia,Student,Sydney
17-07-2024,12-11-2024,USA,Work,Sydney
11-11-2024,20-02-2025,India,Dependent,London
20-02-2024,09-05-2024,Australia,Work,Sydney
26-08-2024,14-12-2024,Germany,Work,London
05-01-2024,30-03-2024,India,Student,New York
12-08-2024,29-09-2024,USA,Work,Berlin
25-03-2024,28-06-2024,India,Student,Toronto
26-03-2024,10-06-2024,Germany,Business,Berlin
02-01-2024,07-03-2024,USA,Business,Berlin
29-01-2024,04-05-2024,USA,Business,Delhi
31-07-2024,18-08-2024,Canada,Student,Berlin
19-12-2024,27-02-2025,India,Dependent,Toronto
20-03-2024,10-04-2024,USA,Dependent,Berlin
20-11-2024,13-01-2025,UK,Business,Toronto
02-03-2024,14-05-2024,USA,Business,London
26-04-2024,06-05-2024,Canada,Business,Berlin
24-02-2024,23-06-2024,India,Tourist,London
07-10-2024,13-10-2024,Australia,Dependent,London
29-06-2024,01-09-2024,Germany,Student,Delhi
27-03-2024,23-06-2024,UK,Work,New York
10-03-2024,11-04-2024,Canada,Tourist,New York
03-03-2024,27-04-2024,Germany,Student,Toronto
04-11-2024,02-02-2025,Canada,Dependent,London
21-08-2024,28-09-2024,Canada,Business,Delhi
18-07-2024,02-11-2024,Canada,Work,Delhi
11-08-2024,03-11-2024,Australia,Student,New York
22-10-2024,12-02-2025,UK,Tourist,Delhi
13-06-2024,25-06-2024,Australia,Student,Toronto
01-06-2024,19-09-2024,USA,Business,Delhi
03-01-2024,09-03-2024,India,Tourist,New York
05-07-2024,15-07-2024,Australia,Dependent,London
21-03-2024,01-05-2024,USA,Student,Berlin
02-10-2024,25-01-2025,USA,Dependent,New York
27-05-2024,09-08-2024,UK,Dependent,Delhi
22-04-2024,30-04-2024,India,Work,Delhi
05-08-2024,25-10-2024,India,Student,London
27-04-2024,07-05-2024,USA,Student,London
06-02-2024,30-03-2024,Canada,Work,Sydney
08-10-2024,01-12-2024,Australia,Work,Toronto
31-12-2024,16-04-2025,USA,Tourist,Sydney
10-11-2024,05-03-2025,UK,Tourist,London
08-10-2024,24-10-2024,India,Student,London
09-01-2024,27-04-2024,India,Work,Toronto
03-08-2024,10-09-2024,USA,Business,Berlin
26-10-2024,08-02-2025,Canada,Student,London
29-08-2024,04-10-2024,Germany,Work,London
26-02-2024,19-03-2024,Germany,Student,Toronto
09-09-2024,26-10-2024,India,Tourist,New York
30-10-2024,21-12-2024,Germany,Business,Berlin
20-02-2024,08-04-2024,UK,Work,New York
11-07-2024,02-11-2024,Australia,Student,Sydney
02-11-2024,05-01-2025,USA,Tourist,Sydney
15-07-2024,22-07-2024,USA,Work,London
10-08-2024,20-11-2024,Australia,Work,London
04-08-2024,15-11-2024,Canada,Business,New York
19-01-2024,09-03-2024,India,Business,Delhi
14-01-2024,17-03-2024,USA,Student,Berlin
25-08-2024,14-09-2024,UK,Business,London
29-11-2024,03-02-2025,Germany,Tourist,Toronto
06-12-2024,13-03-2025,India,Tourist,Delhi
06-09-2024,21-10-2024,UK,Tourist,Berlin
09-01-2024,22-04-2024,USA,Business,London
07-02-2024,29-05-2024,UK,Dependent,London
27-12-2024,28-02-2025,Australia,Tourist,Toronto
26-01-2024,20-02-2024,Germany,Tourist,London
12-05-2024,23-08-2024,Canada,Dependent,Toronto
16-03-2024,13-07-2024,Canada,Tourist,Berlin
21-09-2024,10-01-2025,UK,Student,Toronto
01-08-2024,29-09-2024,UK,Tourist,Delhi
16-08-2024,12-11-2024,Canada,Tourist,New York
01-09-2024,14-09-2024,Australia,Tourist,London
16-04-2024,23-07-2024,Germany,Business,Toronto
01-08-2024,02-11-2024,USA,Work,Berlin
05-03-2024,06-04-2024,Germany,Business,Sydney
15-09-2024,04-01-2025,Canada,Dependent,Delhi
27-07-2024,23-11-2024,Australia,Student,London
21-09-2024,01-12-2024,Canada,Dependent,Sydney
29-04-2024,26-05-2024,India,Work,London
30-04-2024,07-06-2024,India,Work,Delhi
17-12-2024,27-02-2025,Germany,Tourist,Toronto
12-04-2024,29-06-2024,Canada,Student,London
01-11-2024,23-02-2025,Canada,Business,London
05-01-2024,19-02-2024,USA,Work,Toronto
18-08-2024,30-08-2024,Australia,Business,Berlin
31-10-2024,25-02-2025,Canada,Business,Sydney
22-06-2024,10-08-2024,UK,Tourist,Toronto
09-02-2024,29-04-2024,Australia,Student,New York
26-09-2024,03-11-2024,USA,Tourist,Toronto
17-04-2024,10-08-2024,Canada,Tourist,Toronto
15-04-2024,13-05-2024,India,Tourist,New York
25-11-2024,18-12-2024,Canada,Student,Delhi
08-02-2024,29-05-2024,Canada,Work,Sydney
07-09-2024,05-11-2024,Germany,Student,Toronto
24-02-2024,23-04-2024,USA,Student,London
21-03-2024,12-06-2024,Germany,Work,Delhi
27-05-2024,05-07-2024,Germany,Business,Berlin
10-10-2024,13-11-2024,India,Work,New York
23-02-2024,13-06-2024,Canada,Dependent,Delhi
16-04-2024,04-07-2024,USA,Tourist,Delhi
02-04-2024,11-07-2024,Canada,Dependent,Berlin
08-01-2024,25-01-2024,UK,Tourist,Sydney
22-07-2024,30-08-2024,Canada,Student,Delhi
04-08-2024,17-10-2024,India,Student,Toronto
25-08-2024,21-12-2024,India,Tourist,Delhi
23-07-2024,21-08-2024,Canada,Student,London
16-12-2024,22-12-2024,India,Work,Berlin
11-04-2024,12-05-2024,USA,Business,Toronto
03-04-2024,10-05-2024,UK,Business,Berlin
24-04-2024,16-08-2024,India,Business,New York
15-10-2024,24-11-2024,Canada,Business,New York
11-10-2024,16-10-2024,Germany,Tourist,Berlin
17-01-2024,25-04-2024,Canada,Work,London
01-02-2024,26-02-2024,UK,Dependent,Sydney
09-11-2024,26-02-2025,Germany,Work,Delhi
23-12-2024,15-03-2025,USA,Dependent,New York
06-03-2024,09-05-2024,Australia,Tourist,Toronto
02-04-2024,15-06-2024,India,Tourist,Berlin
01-03-2024,19-06-2024,Canada,Tourist,London
29-11-2024,10-12-2024,UK,Dependent,Toronto
31-01-2024,21-02-2024,Canada,Business,Toronto
21-07-2024,16-10-2024,UK,Tourist,Toronto
26-03-2024,09-06-2024,Australia,Work,London
15-04-2024,04-07-2024,Canada,Work,Berlin
16-11-2024,04-02-2025,UK,Student,Toronto
01-01-2024,10-03-2024,Germany,Business,London
02-01-2024,29-02-2024,Australia,Business,London
30-07-2024,20-11-2024,India,Tourist,Delhi
06-10-2024,12-10-2024,Australia,Student,Berlin
28-03-2024,17-06-2024,India,Tourist,New York
09-02-2024,08-06-2024,UK,Work,New York
13-11-2024,22-11-2024,UK,Work,Berlin
20-10-2024,29-10-2024,Germany,Tourist,New York
21-03-2024,09-05-2024,USA,Tourist,New York
29-03-2024,03-04-2024,USA,Tourist,London
04-02-2024,14-02-2024,USA,Work,Sydney
18-06-2024,06-08-2024,India,Student,Berlin
25-04-2024,12-06-2024,UK,Work,Sydney
15-12-2024,13-04-2025,India,Tourist,Toronto
24-10-2024,01-01-2025,Germany,Dependent,London
21-12-2024,05-04-2025,USA,Dependent,New York
05-05-2024,03-06-2024,USA,Work,New York
20-07-2024,14-08-2024,Germany,Business,New York
04-01-2024,21-04-2024,Germany,Student,London
15-10-2024,23-01-2025,Australia,Dependent,Sydney
28-04-2024,18-05-2024,USA,Work,London
16-02-2024,12-03-2024,Germany,Student,Toronto
19-06-2024,28-09-2024,Germany,Business,London
09-11-2024,29-01-2025,Germany,Tourist,Delhi
01-03-2024,24-03-2024,USA,Business,Toronto
11-04-2024,25-04-2024,Canada,Business,London
28-10-2024,19-12-2024,UK,Tourist,Delhi
08-01-2024,02-03-2024,USA,Dependent,London
24-11-2024,10-12-2024,Germany,Tourist,Toronto
24-06-2024,16-09-2024,India,Dependent,New York
02-04-2024,27-05-2024,Canada,Student,Sydney
27-04-2024,14-05-2024,Canada,Work,New York
24-07-2024,14-08-2024,Canada,Work,Toronto
12-06-2024,06-07-2024,Australia,Dependent,Sydney
23-07-2024,29-08-2024,Canada,Student,New York
25-12-2024,02-01-2025,Germany,Business,Delhi
17-08-2024,03-12-2024,USA,Student,Delhi
19-10-2024,07-01-2025,USA,Dependent,London
10-06-2024,04-10-2024,USA,Work,Delhi
07-04-2024,03-05-2024,Australia,Student,Delhi
30-06-2024,01-10-2024,USA,Work,London
06-01-2024,20-02-2024,India,Work,New York
12-03-2024,29-03-2024,Germany,Student,London
01-05-2024,30-07-2024,India,Dependent,Toronto
05-09-2024,24-11-2024,Canada,Tourist,London
26-08-2024,16-11-2024,USA,Work,Sydney
08-05-2024,31-08-2024,USA,Tourist,Delhi
13-09-2024,26-11-2024,USA,Work,Sydney
11-12-2024,26-01-2025,Australia,Dependent,Delhi
29-10-2024,26-11-2024,Australia,Student,London
04-10-2024,09-12-2024,Canada,Student,Toronto
09-09-2024,04-12-2024,Canada,Dependent,New York
16-04-2024,11-08-2024,USA,Tourist,Berlin
28-10-2024,12-01-2025,Canada,Work,Delhi
02-07-2024,26-10-2024,Germany,Student,New York
23-06-2024,26-08-2024,Australia,Dependent,Sydney
28-05-2024,27-07-2024,UK,Student,Berlin
19-06-2024,13-09-2024,Germany,Work,Sydney
26-09-2024,07-12-2024,USA,Dependent,New York
13-06-2024,15-09-2024,Canada,Business,New York
26-07-2024,08-11-2024,USA,Student,Sydney
17-09-2024,26-10-2024,Canada,Business,New York
03-12-2024,20-02-2025,USA,Work,London
20-04-2024,13-08-2024,Australia,Work,Sydney
10-07-2024,25-07-2024,Germany,Business,New York
11-10-2024,05-11-2024,USA,Tourist,London
05-01-2024,15-04-2024,India,Dependent,New York
29-06-2024,05-10-2024,Australia,Business,New York
02-06-2024,03-08-2024,USA,Dependent,Toronto
06-04-2024,25-06-2024,UK,Tourist,Sydney
07-01-2024,23-01-2024,USA,Tourist,New York
20-05-2024,05-06-2024,UK,Dependent,Berlin
30-03-2024,19-06-2024,India,Student,Berlin
25-12-2024,23-03-2025,Canada,Business,New York
21-12-2024,20-02-2025,India,Tourist,Toronto
23-07-2024,28-07-2024,UK,Work,Delhi
24-10-2024,14-12-2024,Canada,Tourist,New York
04-02-2024,10-04-2024,UK,Student,Delhi
28-04-2024,20-07-2024,India,Student,Sydney
13-02-2024,01-05-2024,USA,Tourist,London
12-04-2024,24-06-2024,Germany,Tourist,New York
23-03-2024,05-05-2024,Canada,Student,Delhi
30-10-2024,02-12-2024,Canada,Student,Sydney
24-01-2024,22-03-2024,India,Dependent,New York
24-08-2024,30-10-2024,Australia,Student,London
23-07-2024,01-09-2024,Canada,Student,Sydney
02-08-2024,21-11-2024,India,Business,Toronto
07-03-2024,01-05-2024,UK,Tourist,Sydney
26-09-2024,31-12-2024,UK,Student,Delhi
20-10-2024,05-12-2024,USA,Business,New York
12-04-2024,21-05-2024,Canada,Student,Toronto
05-08-2024,02-11-2024,USA,Tourist,Sydney
26-02-2024,28-03-2024,USA,Business,Delhi
07-01-2024,03-04-2024,Germany,Work,London
30-12-2024,15-01-2025,Canada,Work,New York
12-04-2024,17-07-2024,India,Business,London
21-05-2024,18-09-2024,UK,Student,Sydney
10-04-2024,12-06-2024,USA,Business,Toronto
03-12-2024,01-04-2025,Canada,Dependent,London
01-09-2024,29-10-2024,India,Business,Sydney
16-04-2024,31-07-2024,UK,Dependent,London
02-04-2024,25-06-2024,India,Work,Toronto
05-02-2024,10-04-2024,UK,Work,Delhi
18-09-2024,02-12-2024,Canada,Student,Delhi
10-09-2024,03-12-2024,Germany,Dependent,New York
29-03-2024,11-05-2024,Australia,Tourist,Delhi
27-03-2024,07-05-2024,Germany,Tourist,Toronto
06-06-2024,15-07-2024,UK,Student,Toronto
27-03-2024,29-04-2024,UK,Work,Toronto
20-06-2024,04-10-2024,USA,Dependent,Toronto
20-10-2024,26-11-2024,Canada,Dependent,Delhi
25-03-2024,14-05-2024,UK,Dependent,London
25-04-2024,17-06-2024,USA,Business,Berlin
17-10-2024,27-10-2024,UK,Business,New York
11-04-2024,21-06-2024,Canada,Work,Delhi
30-11-2024,06-12-2024,India,Dependent,London
26-04-2024,04-07-2024,UK,Work,Toronto
17-05-2024,13-06-2024,India,Business,Sydney
22-05-2024,26-06-2024,UK,Dependent,Berlin
09-01-2024,29-04-2024,India,Dependent,New York
01-09-2024,13-11-2024,India,Work,Sydney
06-08-2024,17-08-2024,UK,Business,Sydney
21-11-2024,17-01-2025,Australia,Student,London
23-04-2024,25-06-2024,Germany,Dependent,London
21-05-2024,22-06-2024,Canada,Student,Toronto
11-07-2024,26-07-2024,Germany,Business,Sydney
28-06-2024,23-10-2024,Canada,Work,Toronto
27-08-2024,17-09-2024,Australia,Business,New York
25-07-2024,08-10-2024,India,Work,Sydney
01-06-2024,26-09-2024,Australia,Student,Berlin
09-07-2024,26-10-2024,Germany,Dependent,Berlin
18-01-2024,30-01-2024,USA,Business,Toronto
22-12-2024,17-01-2025,Germany,Student,Delhi
21-09-2024,04-11-2024,UK,Student,Sydney
20-08-2024,16-11-2024,Germany,Business,Delhi
28-05-2024,02-07-2024,UK,Business,Toronto
18-01-2024,06-03-2024,India,Tourist,Sydney
06-05-2024,06-07-2024,UK,Business,Berlin
17-09-2024,23-10-2024,USA,Student,Toronto
04-09-2024,30-11-2024,Canada,Tourist,Delhi
26-07-2024,29-09-2024,Australia,Student,Berlin
10-03-2024,07-04-2024,Australia,Tourist,Toronto
29-07-2024,24-11-2024,Canada,Dependent,Sydney
23-05-2024,04-09-2024,India,Dependent,Delhi
19-09-2024,20-11-2024,Germany,Dependent,Toronto
17-06-2024,19-07-2024,Germany,Work,Sydney
02-11-2024,18-02-2025,India,Business,Toronto
15-04-2024,02-07-2024,Canada,Tourist,London
14-12-2024,02-04-2025,USA,Dependent,Sydney
12-11-2024,08-03-2025,Germany,Business,Toronto
13-01-2024,21-04-2024,UK,Work,Delhi
09-12-2024,05-03-2025,UK,Dependent,New York
12-03-2024,01-07-2024,India,Business,Delhi
14-05-2024,09-08-2024,Germany,Business,Sydney
09-02-2024,23-04-2024,Canada,Business,Delhi
27-07-2024,20-09-2024,USA,Tourist,Delhi
05-02-2024,01-04-2024,USA,Dependent,Sydney
08-01-2024,13-03-2024,USA,Dependent,Berlin
31-03-2024,12-07-2024,Germany,Dependent,Delhi
10-12-2024,25-02-2025,Germany,Tourist,Toronto
02-03-2024,17-05-2024,USA,Business,Sydney
14-06-2024,10-10-2024,USA,Tourist,Toronto
16-02-2024,19-04-2024,Australia,Student,Berlin
04-08-2024,22-11-2024,UK,Dependent,London
28-03-2024,23-05-2024,Germany,Work,New York
16-01-2024,16-02-2024,Australia,Dependent,Berlin
17-12-2024,17-03-2025,USA,Student,Sydney
01-05-2024,16-06-2024,UK,Dependent,Sydney
10-01-2024,29-01-2024,UK,Work,Berlin
08-11-2024,05-01-2025,Canada,Student,Toronto
02-11-2024,29-11-2024,India,Dependent,London
02-10-2024,02-12-2024,USA,Student,London
12-05-2024,02-08-2024,Germany,Tourist,London
28-04-2024,13-07-2024,Germany,Work,Sydney
05-05-2024,21-08-2024,India,Tourist,Sydney
13-12-2024,02-04-2025,Australia,Student,Toronto
02-10-2024,21-10-2024,Canada,Business,Berlin
03-01-2024,26-02-2024,Australia,Business,Sydney
18-05-2024,15-08-2024,USA,Student,London
26-11-2024,06-02-2025,Germany,Student,Delhi
13-07-2024,09-10-2024,UK,Dependent,Sydney
02-12-2024,25-12-2024,Australia,Dependent,Delhi
17-06-2024,22-06-2024,USA,Business,Delhi
28-02-2024,03-05-2024,India,Dependent,New York
30-07-2024,23-10-2024,UK,Student,Toronto
25-01-2024,25-02-2024,India,Dependent,Sydney
03-10-2024,12-10-2024,Germany,Student,Toronto
22-03-2024,17-05-2024,USA,Dependent,New York
03-11-2024,31-12-2024,Germany,Tourist,Sydney
31-05-2024,19-09-2024,UK,Dependent,London
16-01-2024,14-04-2024,India,Business,New York
21-09-2024,29-11-2024,Australia,Dependent,London
16-10-2024,13-11-2024,Australia,Business,Sydney
21-05-2024,06-06-2024,India,Business,Berlin
02-01-2024,01-03-2024,Germany,Student,Sydney
03-11-2024,01-03-2025,Canada,Student,New York
29-08-2024,24-10-2024,Canada,Tourist,Delhi
12-10-2024,21-10-2024,Germany,Tourist,Delhi
02-05-2024,25-07-2024,India,Business,Delhi
21-11-2024,02-03-2025,USA,Business,New York
10-12-2024,09-04-2025,UK,Work,London
21-04-2024,06-06-2024,Germany,Business,Sydney
29-11-2024,27-12-2024,Australia,Work,London
24-09-2024,25-12-2024,Canada,Student,Delhi
01-04-2024,07-04-2024,Australia,Work,Sydney
02-12-2024,25-12-2024,UK,Tourist,Sydney
10-07-2024,11-08-2024,Canada,Dependent,Delhi
26-10-2024,11-11-2024,USA,Tourist,Toronto
05-07-2024,10-08-2024,India,Tourist,Berlin
16-05-2024,01-08-2024,Canada,Business,Sydney
31-01-2024,07-03-2024,Germany,Business,Sydney
17-08-2024,22-08-2024,USA,Work,New York
11-07-2024,25-08-2024,USA,Work,Delhi
29-06-2024,18-08-2024,USA,Business,London
13-09-2024,23-12-2024,India,Dependent,Toronto
07-07-2024,19-10-2024,UK,Student,New York
23-07-2024,10-11-2024,Australia,Work,Berlin
06-10-2024,29-10-2024,India,Work,Sydney
18-10-2024,19-12-2024,Canada,Tourist,Berlin
08-07-2024,17-08-2024,Australia,Business,Toronto
18-03-2024,17-04-2024,USA,Tourist,Toronto
20-01-2024,13-03-2024,Canada,Business,Berlin
15-11-2024,26-01-2025,Canada,Work,Berlin
07-02-2024,28-02-2024,UK,Dependent,London
17-10-2024,03-02-2025,Canada,Tourist,New York
26-01-2024,03-03-2024,USA,Dependent,Berlin
17-07-2024,14-08-2024,USA,Business,Berlin
13-11-2024,04-12-2024,India,Business,Toronto
22-07-2024,05-08-2024,Canada,Dependent,Berlin
27-07-2024,23-08-2024,USA,Work,Toronto
08-11-2024,27-01-2025,Germany,Tourist,Berlin
04-11-2024,18-02-2025,Australia,Dependent,New York
20-04-2024,05-06-2024,Germany,Business,Toronto
11-10-2024,20-12-2024,Canada,Business,Toronto
08-11-2024,06-12-2024,UK,Business,Delhi
03-06-2024,23-06-2024,USA,Work,Berlin
29-03-2024,09-04-2024,Germany,Work,Berlin
06-05-2024,23-05-2024,UK,Tourist,Berlin
27-09-2024,05-01-2025,USA,Dependent,Delhi
20-03-2024,10-04-2024,Canada,Student,Delhi
03-01-2024,01-05-2024,India,Work,London
26-01-2024,23-04-2024,Australia,Business,Toronto
16-03-2024,06-07-2024,Germany,Student,London
29-11-2024,26-02-2025,USA,Student,London
15-10-2024,29-10-2024,USA,Work,Delhi
09-01-2024,09-02-2024,Germany,Dependent,Toronto
13-06-2024,07-07-2024,Australia,Dependent,Toronto
08-03-2024,17-03-2024,Germany,Dependent,Berlin
10-08-2024,05-11-2024,UK,Business,London
22-03-2024,30-06-2024,Australia,Tourist,London
06-01-2024,22-02-2024,Germany,Tourist,Delhi
22-09-2024,20-10-2024,USA,Work,New York
16-01-2024,02-04-2024,Canada,Business,Toronto
07-11-2024,22-02-2025,India,Dependent,London
13-10-2024,10-02-2025,Germany,Business,New York
18-10-2024,05-02-2025,Germany,Student,Sydney
08-07-2024,02-09-2024,Germany,Tourist,Delhi
13-02-2024,18-04-2024,Australia,Work,New York
17-11-2024,22-11-2024,Canada,Dependent,Toronto
28-07-2024,14-08-2024,Germany,Business,Berlin
19-06-2024,24-08-2024,USA,Work,Delhi
07-06-2024,13-07-2024,UK,Business,London
02-03-2024,05-06-2024,USA,Work,New York
07-02-2024,06-05-2024,USA,Business,Sydney
12-11-2024,27-12-2024,Canada,Student,Delhi
27-01-2024,04-04-2024,Canada,Business,New York
24-11-2024,20-12-2024,India,Business,London
01-02-2024,05-03-2024,Canada,Student,Berlin
05-12-2024,01-01-2025,India,Tourist,Sydney
